id,question,answer,subject
69603778d928a19859b8c01cc0a4a2ca7a81dbd88c13a15f60bd7f91,Can you regrow tomatoes from scraps?,"Slice the tomato into ¼ inch thick slices. Lay the tomato slices cut sides down in a circle around the pot, and lightly cover them with more potting soil. Don't put too many slices in. Three or four slices per gallon pot is enough.",tomatoes
d1db94164f81e155def562aba6f1ec6185865eabd0cee54bb1ce8a68,Can you root a broken tomato branch?," Place the stem in a glass of water, ensuring about one-half of the stem is submerged. The area under water will produce roots. Place the glass on a sunny windowsill, and replace its water if it begins to look murky or brown. In a few weeks, roots will emerge from the stem.",tomatoes
3716b4dacff890b0bbcf47064e2f5e82071f7ca971145cfdee96964f,Can tomato plant grow from branches?,"Can I grow tomatoes from cuttings? MILLIE: Absolutely! It's a great way to have a successive crop - if you've got a season that allows tomatoes to grow for several months, you can get a second crop from cuttings. You can use lateral shoots from a plant that are often removed during pruning.",tomatoes
e1bef8dc15a3aa6d506c29246e07f498948488be5f33509af1cce2ba,How do you grow tomatoes from seeds indoors?,https://www.youtube.com/watch?v=dHS9O49JGj8,tomatoes
bd0da1d36a978d794c6ad16c73f56d17c6da87445547f083c4973cc8,How long does it take tomato seeds to grow indoors?,"Tomato seeds should germinate within 5-6 days if you can keep the soil temperature around 80º F. Peppers take a little longer with a little higher temperature (7-8 days at 85º F). Remember this is soil temperature, not ambient temperature.",tomatoes
8b0b18ec66e895b5c19caf3ed10d7385369e9fa4a72d226cbcea21df,How do you start tomato plants from cuttings?,"- Cut off unwanted side shoots from plants, keeping those that are 10-20cm long. ...
- Remove the lower leaves and place in a glass of water on a sunny windowsill. ...
- Keep it filled with water and a strong root system should develop in three to four weeks. ...
- Plant into 10cm pots and grow on until well rooted.",tomatoes
1016323fdc72defbc9a0f8046f1dbf005718c51c2f958b389461c1f8,Can you clone a tomato branch?,"If you admire a neighbor's lush tomato plant, starting tomato plants from cuttings is an excellent way to clone their plant and, hopefully, get the same vigorous result; just be polite and ask first before you snip from their prized plant. Rooting tomato cuttings is cost-saving as well.",tomatoes
91b8f76e1e6fe59fc86f3af2603bbcb40f2d512945adfda89b03fc3f,Can I replant a broken tomato branch?,"A broken stem can be turned into a new plant by rooting it in water, reveals Oak Hill Homestead. Place the stem in a glass of water, ensuring about one-half of the stem is submerged. The area under water will produce roots.",tomatoes
7468f9c72b58e21565dae8c4aa48b11969022ff2f96f846a285a6901,How do you grow tomatoes from rotten tomatoes?,https://www.youtube.com/watch?v=RvOCAeo0h2c,tomatoes
1cc52976b90996ed436ce6d48e155ef0d93e7c2a77feb34f6ebf0d78,Can you plant tomatoes from rotten tomatoes?,"Growing tomatoes from a tomato slice is a really easy project, and the mystery of what may or may not come from it is part of the fun. You can use romas, beefsteaks, or even cherry tomatoes when planting tomato slices. To begin, fill a pot or container with potting soil, almost to the top of the container.",tomatoes
c2d3de8e15e7458e4e8cd8e88dd1c34bccb69ac68ada79080121f30e,Can I harvest seeds from store bought tomatoes?,"Question: Can I collect seeds from the tomatoes I buy in the supermarket and use them to grow my own tomatoes? Answer: Yes, you can, but it might not be the best idea. Most tomatoes grown in supermarkets are F1 (first filial) hybrids, that is, are developed from a controlled cross between two different tomato lines.",tomatoes
efaa88385f6113a6538874fec1a6a87f75b370e36fdc06e7f289097f,Can you root a broken tomato stem?," A broken stem can be turned into a new plant by rooting it in water, reveals Oak Hill Homestead. Place the stem in a glass of water, ensuring about one-half of the stem is submerged. The area under water will produce roots.",tomatoes
88ffdbc564bdc37733d90dab4778c6d2b4c8d805e6ab791db3fe478d,Why won't my tomato seeds grow?,"The most common reasons tomato seedlings don't grow are: too little or too much water, temperature that's too hot (above 100 degrees F) or too cold (below 40 degrees F), or nutrient deficiency. The easiest remedies are: adequate water, fertilizer, and temperature between 70 – 85 degrees F.",tomatoes
fdd58da7ff4b637a74ed0be3c676778785af9e8fc24ff4e9bfc709d7,Are tomatoes difficult to grow from seed?,"Growing tomatoes from seed isn't hard, but there are a few things to be aware of. As with all things agrarian, timing, genetics and environment have to be in alignment to reap the rewards of your efforts.",tomatoes
4f413568021d2ea5b7672f970faaf2272bf8625dbfbab7b1b5f90d41,How long does it take for a tomato plant to start giving tomatoes?,"Tomatoes take 20 to 30 days to reach maturity from the time they first appear, so expect your tomato plants to begin producing fruits 40 to 50 days after planting them in the ground.",tomatoes
b6a8ed90f2ad37d8a04b72a66a5bedcbdcfbc3f9e76d036da9061faf,How do I make tomato seeds germinate faster?,"To germinate tomato seeds on a paper towel, wet the paper towel until it is damp (not soaking wet). Then, lay out the tomato seeds so that they are separated (not touching). Be sure to keep the paper towel and seeds in a warm place, to encourage faster germination and higher germination rates.",tomatoes
5f95f91413caec7973135232fcccc460ef877a9f2be41b86e20ff5d5,How do I grow tomatoes from one plant?,https://www.youtube.com/watch?v=eleQ-alOCm4,tomatoes
7ff5694487989838cba305b21b4dc9403b7503894e72665dbfdc7631,Is it hard to grow tomatoes in a greenhouse?,"Growing tomatoes in a greenhouse is very similar to growing them outside, except you get a longer growing season. You'll need to shade your plants from excessive heat, which could cause tough skins, blotchy ripening and, if you forget to water regularly, blossom-end rot.",tomatoes
5efd2251d211059d1ece8d5e994373f7fc3e424cd1ce43eb1d5e6000,Why are greenhouse tomatoes not as good?,"Researchers found that the glass walls of the greenhouse block UV light, which can cause stress in tomato plants that may alter the fruits' ultimate flavor. And when they artificially introduced ultraviolet rays into the mix, taste testers loved the result.",tomatoes
544bebe9544dca7afa1841da6cca37ec7688b96f40b977134a55b1af,How do you start tomatoes from seed inside?,"- Starting indoors, in a container of well moistened, sterile seed-starting mix, make shallow furrows with a pencil or chopstick about 1/4 in. ...
- Gently pinch together soil to cover each furrow, covering seeds 1/4 in. ...
- Day 7 - Seedlings have germinated.",tomatoes
3856c3329fe247e2a875f2f558c5069bbfa601f73bf8b5a4bb8a73a6,How tomatoes grow step-by-step?,"- Step 1 – Sow seeds at the right time. ...
- Step 2 – Use clean containers. ...
- Step 3 – Use a high-quality seed starting mix. ...
- Step 4 – Plant seeds at the right depth. ...
- Step 5 – Provide plenty of light. ...
- Step 6 – Maintain moisture. ...
- Step 7 – Provide adequate air circulation.",tomatoes
53e4de73fe67e68a009f7846b38d99f9abfc5dc15fe39dc7ef7b7201,Can you grow tomatoes in a greenhouse over the winter?,"Though tomatoes can be grown in the winter in a greenhouse, this can become expensive with the costs of heating and supplemental lighting, in addition to the cost of the greenhouse. The most likely option for hobbyists who want homegrown tomatoes throughout the year is to grow them in containers indoors.",tomatoes
c6b9efacfba4f666773a26861475e25df6c9d54a85d07bdd15b400a8,Is it better to grow tomatoes in a greenhouse or outside?,"It is better to grow tomatoes inside greenhouse as you can prevent numerous diseases including late blight. However, if you grow tomato plants in the same spot for a few seasons, they can suffer from soil-borne diseases such as Fusarium wilt, Verticillium wilt and Corky root rot.",tomatoes
fa1d5387ba1be3ed4178e19768d118694f98849c812c580dd4b155de,Can you grow tomatoes in the winter with a grow light?,"Growing tomatoes indoors requires the correct plant variety, proper tending throughout the winter months, grow lights to achieve sufficient growth and development, pruning, and the appropriate airflow. You'll even need to hand-pollinate your plants.",tomatoes
2659befbe6592f0725d09bdb2f4107d594846e13ef7b41414516eb44,Can you grow tomatoes in an unheated greenhouse?,"Tomato plants require a temperature of 10 degrees Celsius or higher for proper growth. A lower temperature will damage your plants, especially if they are immature. A general rule of thumb is that you cannot sow tomatoes if it is frosty outside, even inside your unheated greenhouse.",tomatoes
a8072e59d15514abc096640dd911cd17a1f2fccf8a707b5c9b9de7fe,What is the best way to grow tomatoes in a greenhouse?,"To grow tomatoes in a greenhouse, you'll need consistently warm temperature (70 - 75 degrees Fahrenheit, no lower than 60 degrees), plenty of sun, & good ventilation. Tomato plants should be staked, and soil will likely need fertilizer.",tomatoes
e2f846edd6721478ad357b465858f55004efd4237f16242a61aff9b4,How often do you water tomatoes in a greenhouse?," A general benchmark is that a greenhouse tomato plant needs a little over one litre of water per day, more in hot and sunny conditions, less in cool and cloudy conditions. Plants appreciate daily, light watering much more than being drenched every once in a while.",tomatoes
46808a91a3fe42b51e1b2bcc442ee0d011f3c9864292da632f555eba,How many tomatoes can I grow in a 20 gallon bag?,"Basically, you will need 10 gallon grow bags for determinate tomatoes, 20 gallon bags for indeterminate tomato plants, and 5-7 gallon bags for smaller tomato varieties such as cherry tomatoes. The smallest grow bag for tomatoes should be at least 15 inches (38cm) in diameter and at least 12 inches (30 cm) deep.",tomatoes
93a8ddf19fbd51036e3c47bc1530bdebde74b661b8f5d4687db2ea7d,How many tomato plants can you put in a grow bag?,"Each bag in turn can typically allow for three plants, which will produce hundreds of tomatoes over a single growing season with the right care.",tomatoes
8e1564a460f17ca38dea6f46d0176a32600b72bab947e03c0b333fa4,How many tomato plants can I put in a 15 gallon grow bag?,"If you have the space and the containers, then one plant per 15 gallon container. If you are experimenting with varieties, then you could put 2-3 in the container, but you will not have the production or trouble free growth.",tomatoes
